"District","FIPS","Year","Grade","Measure Type","Variable","Value"
"North Branford School District","900953890","2018-2019","Grade 9","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2018-2019","Grade 10","Percent","Chronically Absent Students",5.6
"North Branford School District","900953890","2018-2019","Grade 11","Percent","Chronically Absent Students",11
"North Branford School District","900953890","2018-2019","Grade 12","Percent","Chronically Absent Students",10.5
"North Branford School District","900953890","2019-2020","Kindergarten","Percent","Chronically Absent Students",7.8
"North Branford School District","900953890","2019-2020","Grade 1","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2019-2020","Grade 2","Percent","Chronically Absent Students",14.7
"North Branford School District","900953890","2019-2020","Grade 3","Percent","Chronically Absent Students",6.4
"North Branford School District","900953890","2019-2020","Grade 4","Percent","Chronically Absent Students",-9999
"North Branford School District","900953890","2019-2020","Grade 5","Percent","Chronically Absent Students",4.1
"North Branford School District","900953890","2019-2020","Grade 6","Percent","Chronically Absent Students",6.1
"North Branford School District","900953890","2019-2020","Grade 7","Percent","Chronically Absent Students",8.9
"North Branford School District","900953890","2019-2020","Grade 8","Percent","Chronically Absent Students",9.1
"North Branford School District","900953890","2019-2020","Grade 9","Percent","Chronically Absent Students",7.4
"North Branford School District","900953890","2019-2020","Grade 10","Percent","Chronically Absent Students",6.9
"North Branford School District","900953890","2019-2020","Grade 11","Percent","Chronically Absent Students",9.8
"North Branford School District","900953890","2019-2020","Grade 12","Percent","Chronically Absent Students",13.5
"North Canaan School District","","2011-2012","Kindergarten","Percent","Chronically Absent Students",21.2
"North Canaan School District","","2011-2012","Grade 1","Percent","Chronically Absent Students",0
"North Canaan School District","","2011-2012","Grade 2","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2011-2012","Grade 3","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2011-2012","Grade 4","Percent","Chronically Absent Students",25
"North Canaan School District","","2011-2012","Grade 5","Percent","Chronically Absent Students",18.9
"North Canaan School District","","2011-2012","Grade 6","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2011-2012","Grade 7","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2011-2012","Grade 8","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2011-2012","Grade 9","Percent","Chronically Absent Students",-6666
"North Canaan School District","","2011-2012","Grade 10","Percent","Chronically Absent Students",-6666
"North Canaan School District","","2011-2012","Grade 11","Percent","Chronically Absent Students",-6666
"North Canaan School District","","2011-2012","Grade 12","Percent","Chronically Absent Students",-6666
"North Canaan School District","","2012-2013","Kindergarten","Percent","Chronically Absent Students",11.9
"North Canaan School District","","2012-2013","Grade 1","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2012-2013","Grade 2","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2012-2013","Grade 3","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2012-2013","Grade 4","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2012-2013","Grade 5","Percent","Chronically Absent Students",23.1
"North Canaan School District","","2012-2013","Grade 6","Percent","Chronically Absent Students",15.4
"North Canaan School District","","2012-2013","Grade 7","Percent","Chronically Absent Students",25.8
"North Canaan School District","","2012-2013","Grade 8","Percent","Chronically Absent Students",20
"North Canaan School District","","2012-2013","Grade 9","Percent","Chronically Absent Students",-6666
"North Canaan School District","","2012-2013","Grade 10","Percent","Chronically Absent Students",-6666
"North Canaan School District","","2012-2013","Grade 11","Percent","Chronically Absent Students",-6666
"North Canaan School District","","2012-2013","Grade 12","Percent","Chronically Absent Students",-6666
"North Canaan School District","","2013-2014","Kindergarten","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2013-2014","Grade 1","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2013-2014","Grade 2","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2013-2014","Grade 3","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2013-2014","Grade 4","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2013-2014","Grade 5","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2013-2014","Grade 6","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2013-2014","Grade 7","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2013-2014","Grade 8","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2013-2014","Grade 9","Percent","Chronically Absent Students",-6666
"North Canaan School District","","2013-2014","Grade 10","Percent","Chronically Absent Students",-6666
"North Canaan School District","","2013-2014","Grade 11","Percent","Chronically Absent Students",-6666
"North Canaan School District","","2013-2014","Grade 12","Percent","Chronically Absent Students",-6666
"North Canaan School District","","2014-2015","Kindergarten","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2014-2015","Grade 1","Percent","Chronically Absent Students",0
"North Canaan School District","","2014-2015","Grade 2","Percent","Chronically Absent Students",0
"North Canaan School District","","2014-2015","Grade 3","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2014-2015","Grade 4","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2014-2015","Grade 5","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2014-2015","Grade 6","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2014-2015","Grade 7","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2014-2015","Grade 8","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2014-2015","Grade 9","Percent","Chronically Absent Students",-6666
"North Canaan School District","","2014-2015","Grade 10","Percent","Chronically Absent Students",-6666
"North Canaan School District","","2014-2015","Grade 11","Percent","Chronically Absent Students",-6666
"North Canaan School District","","2014-2015","Grade 12","Percent","Chronically Absent Students",-6666
"North Canaan School District","","2015-2016","Kindergarten","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2015-2016","Grade 1","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2015-2016","Grade 2","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2015-2016","Grade 3","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2015-2016","Grade 4","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2015-2016","Grade 5","Percent","Chronically Absent Students",0
"North Canaan School District","","2015-2016","Grade 6","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2015-2016","Grade 7","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2015-2016","Grade 8","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2015-2016","Grade 9","Percent","Chronically Absent Students",-6666
"North Canaan School District","","2015-2016","Grade 10","Percent","Chronically Absent Students",-6666
"North Canaan School District","","2015-2016","Grade 11","Percent","Chronically Absent Students",-6666
"North Canaan School District","","2015-2016","Grade 12","Percent","Chronically Absent Students",-6666
"North Canaan School District","","2016-2017","Kindergarten","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2016-2017","Grade 1","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2016-2017","Grade 2","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2016-2017","Grade 3","Percent","Chronically Absent Students",0
"North Canaan School District","","2016-2017","Grade 4","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2016-2017","Grade 5","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2016-2017","Grade 6","Percent","Chronically Absent Students",0
"North Canaan School District","","2016-2017","Grade 7","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2016-2017","Grade 8","Percent","Chronically Absent Students",-9999
"North Canaan School District","","2016-2017","Grade 9","Percent","Chronically Absent Students",-6666
"North Canaan School District","","2016-2017","Grade 10","Percent","Chronically Absent Students",-6666
"North Canaan School District","","2016-2017","Grade 11","Percent","Chronically Absent Students",-6666
